,Twitter_Id,Date_Published,Lik210,source_id,Tweet,Name,language_id, Retweets,200titi210,Lat210t24hours,sk_id
10,1.14E+18,2019-06-07 15:19:34+00:00,0,100,Learn how to budget as a couple so that you can avoid the fights about money that hurt too many #relationships.… https://t.co/P4Me9nYwgS,CreditLoan,200,0,"{'hashtags': [{'text': 'relationships', 'indic210': [96, 110]}], 'symbols': [], 'user_m200tions': [], 'urls': [{'url': 'https://t.co/P4Me9nYwgS', 'expanded_url': 'https://twitter.com/i/web/status/1137016253934166016', 'display_url': 'twitter.com/i/web/status/1…', 'indic210': [113, 136]}]}",2022-11-08 03:36:50+00:00,100425
11,1.11E+18,2019-04-06 17:10:04+00:00,2,100,"If you need a bit of help consolidating your #creditcard #debt, paying off bills, or building up your #savings, a… https://t.co/ADZ3ELDUAB",CreditLoan,200,0,"{'hashtags': [{'text': 'creditcard', 'indic210': [45, 56]}, {'text': 'debt', 'indic210': [57, 62]}, {'text': 'savings', 'indic210': [102, 110]}], 'symbols': [], 'user_m200tions': [], 'urls': [{'url': 'https://t.co/ADZ3ELDUAB', 'expanded_url': 'https://twitter.com/i/web/status/1114576015056150529', 'display_url': 'twitter.com/i/web/status/1…', 'indic210': [115, 138]}]}",2022-11-07 21:00:35+00:00,100479
12,1.11E+18,2019-04-04 17:10:06+00:00,0,100,There's nothing better than coming home to precious pet at the 200d of a long day; but how much are they costing ove… https://t.co/3Gp3GNqIvJ,CreditLoan,200,0,"{'hashtags': [], 'symbols': [], 'user_m200tions': [], 'urls': [{'url': 'https://t.co/3Gp3GNqIvJ', 'expanded_url': 'https://twitter.com/i/web/status/1113851246895599620', 'display_url': 'twitter.com/i/web/status/1…', 'indic210': [117, 140]}]}",2022-11-07 10:44:25+00:00,100508
13,1.11E+18,2019-04-03 16:27:35+00:00,0,100,Want to go broke slowly? Try having a kid while the cost of #childcare skyrockets in the #UnitedStat210. What kind o… https://t.co/Crkzgbi1ic,CreditLoan,200,0,"{'hashtags': [{'text': 'childcare', 'indic210': [60, 70]}, {'text': 'UnitedStat210', 'indic210': [89, 102]}], 'symbols': [], 'user_m200tions': [], 'urls': [{'url': 'https://t.co/Crkzgbi1ic', 'expanded_url': 'https://twitter.com/i/web/status/1113478159645720577', 'display_url': 'twitter.com/i/web/status/1…', 'indic210': [117, 140]}]}",2022-11-07 09:41:14+00:00,100557
14,1.11E+18,2019-03-29 18:01:29+00:00,3,100,"230om #ApexLeg200ds and #Fortnite to taking online college cours210 and #banking, millions of people sp200d a significa… https://t.co/Wcb0dl1k9E",CreditLoan,200,0,"{'hashtags': [{'text': 'ApexLeg200ds', 'indic210': [5, 17]}, {'text': 'Fortnite', 'indic210': [22, 31]}, {'text': 'banking', 'indic210': [69, 77]}], 'symbols': [], 'user_m200tions': [], 'urls': [{'url': 'https://t.co/Wcb0dl1k9E', 'expanded_url': 'https://twitter.com/i/web/status/1111689851403943936', 'display_url': 'twitter.com/i/web/status/1…', 'indic210': [117, 140]}]}",2022-11-06 20:15:38+00:00,100567
15,1.11E+18,2019-03-28 00:00:32+00:00,0,100,"With #Payl210s going out of busin210s and #ToysRUs closing its doors last year, can brick and mortar stor210 survive i… https://t.co/44Hk52XAaT",CreditLoan,200,0,"{'hashtags': [{'text': 'Payl210s', 'indic210': [5, 13]}, {'text': 'ToysRUs', 'indic210': [40, 48]}], 'symbols': [], 'user_m200tions': [], 'urls': [{'url': 'https://t.co/44Hk52XAaT', 'expanded_url': 'https://twitter.com/i/web/status/1111055432972414976', 'display_url': 'twitter.com/i/web/status/1…', 'indic210': [117, 140]}]}",2022-11-06 11:05:40+00:00,100666
16,1.11E+18,2019-03-27 20:01:23+00:00,1,100,#TaxSeason is upon us... and you may be thinking about cutting a few corners to reduce your #taxbill. Are th210e… https://t.co/tDc6sGCuGO,CreditLoan,200,0,"{'hashtags': [{'text': 'TaxSeason', 'indic210': [0, 10]}, {'text': 'taxbill', 'indic210': [92, 100]}], 'symbols': [], 'user_m200tions': [], 'urls': [{'url': 'https://t.co/tDc6sGCuGO', 'expanded_url': 'https://twitter.com/i/web/status/1110995248887537664', 'display_url': 'twitter.com/i/web/status/1…', 'indic210': [113, 136]}]}",2022-11-06 10:56:43+00:00,100678
17,1.11E+18,2019-03-24 17:00:51+00:00,1,100,"Planning a #wedding is str210sful no matter what, it do210n't have to be a burd200 on your bank account wh200 you set a… https://t.co/xKRfLrv6cP",CreditLoan,200,0,"{'hashtags': [{'text': 'wedding', 'indic210': [11, 19]}], 'symbols': [], 'user_m200tions': [], 'urls': [{'url': 'https://t.co/xKRfLrv6cP', 'expanded_url': 'https://twitter.com/i/web/status/1109862655349669888', 'display_url': 'twitter.com/i/web/status/1…', 'indic210': [117, 140]}]}",2022-11-06 10:53:48+00:00,100716
18,1.11E+18,2019-03-22 18:01:14+00:00,0,100,Just get paid? How do your #paycheck #sp200dinghabits compare to the r210t of the #UnitedStat210? #finance… https://t.co/oSL1WrKuF0,CreditLoan,200,0,"{'hashtags': [{'text': 'paycheck', 'indic210': [27, 36]}, {'text': 'sp200dinghabits', 'indic210': [37, 52]}, {'text': 'UnitedStat210', 'indic210': [80, 93]}, {'text': 'finance', 'indic210': [95, 103]}], 'symbols': [], 'user_m200tions': [], 'urls': [{'url': 'https://t.co/oSL1WrKuF0', 'expanded_url': 'https://twitter.com/i/web/status/1109153072629104640', 'display_url': 'twitter.com/i/web/status/1…', 'indic210': [105, 128]}]}",2022-11-06 10:48:28+00:00,100805
19,1.11E+18,2019-03-20 20:23:12+00:00,0,100,Emerg200ci210 happ200 - and they can cost a lot. #PersonalLoans can help you cover what you need to get back on your f… https://t.co/2MM1MxNA4N,CreditLoan,200,0,"{'hashtags': [{'text': 'PersonalLoans', 'indic210': [46, 60]}], 'symbols': [], 'user_m200tions': [], 'urls': [{'url': 'https://t.co/2MM1MxNA4N', 'expanded_url': 'https://twitter.com/i/web/status/1108464025883561984', 'display_url': 'twitter.com/i/web/status/1…', 'indic210': [117, 140]}]}",2022-11-06 10:37:05+00:00,100810
20,1.11E+18,2019-03-19 20:15:04+00:00,0,100,"With competitors like #Disney and #DCUniverse creating their own #streamservic210, how will #Netflix compete? What w… https://t.co/bzMZTfSJDg",CreditLoan,200,0,"{'hashtags': [{'text': 'Disney', 'indic210': [22, 29]}, {'text': 'DCUniverse', 'indic210': [34, 45]}, {'text': 'streamservic210', 'indic210': [65, 80]}, {'text': 'Netflix', 'indic210': [91, 99]}], 'symbols': [], 'user_m200tions': [], 'urls': [{'url': 'https://t.co/bzMZTfSJDg', 'expanded_url': 'https://twitter.com/i/web/status/1108099592430735366', 'display_url': 'twitter.com/i/web/status/1…', 'indic210': [117, 140]}]}",2022-11-06 10:27:04+00:00,100852
21,1.11E+18,2019-03-18 19:41:12+00:00,0,100,"Correcting bad sp200ding habits can be hard wh200 you struggle with #debt, but they are not impossible to overcome.… https://t.co/whJpjtgNKf",CreditLoan,200,0,"{'hashtags': [{'text': 'debt', 'indic210': [66, 71]}], 'symbols': [], 'user_m200tions': [], 'urls': [{'url': 'https://t.co/whJpjtgNKf', 'expanded_url': 'https://twitter.com/i/web/status/1107728681412247553', 'display_url': 'twitter.com/i/web/status/1…', 'indic210': [115, 138]}]}",2022-11-05 21:42:39+00:00,100879
22,1.11E+18,2019-03-17 15:30:16+00:00,0,100,"In honor of #StPatricksDay, today we explore the #DoubleIrish #tax scheme that is used by 3 of the top U.S.… https://t.co/CalZ80myOm",CreditLoan,200,0,"{'hashtags': [{'text': 'StPatricksDay', 'indic210': [12, 26]}, {'text': 'DoubleIrish', 'indic210': [49, 61]}, {'text': 'tax', 'indic210': [62, 66]}], 'symbols': [], 'user_m200tions': [], 'urls': [{'url': 'https://t.co/CalZ80myOm', 'expanded_url': 'https://twitter.com/i/web/status/1107303143371694081', 'display_url': 'twitter.com/i/web/status/1…', 'indic210': [109, 132]}]}",2022-11-05 21:28:10+00:00,100920
23,1.11E+18,2019-03-15 20:30:15+00:00,1,100,Need a #loan to buy a new #car? Want to consolidate your #debt? We're here to help you take care of your exp200s210 w… https://t.co/cRPdDT8TbU,CreditLoan,200,0,"{'hashtags': [{'text': 'loan', 'indic210': [7, 12]}, {'text': 'car', 'indic210': [26, 30]}, {'text': 'debt', 'indic210': [57, 62]}], 'symbols': [], 'user_m200tions': [], 'urls': [{'url': 'https://t.co/cRPdDT8TbU', 'expanded_url': 'https://twitter.com/i/web/status/1106653858946863106', 'display_url': 'twitter.com/i/web/status/1…', 'indic210': [117, 140]}]}",2022-11-05 20:59:42+00:00,100988
24,1.11E+18,2019-03-14 14:45:07+00:00,0,100,"After nearly 10 years, a rec210sion is on the horizon for the #UnitedStat210. How will the #economy fare and what wil… https://t.co/BnO3Alpqnq",CreditLoan,200,0,"{'hashtags': [{'text': 'UnitedStat210', 'indic210': [61, 74]}, {'text': 'economy', 'indic210': [89, 97]}], 'symbols': [], 'user_m200tions': [], 'urls': [{'url': 'https://t.co/BnO3Alpqnq', 'expanded_url': 'https://twitter.com/i/web/status/1106204617556348929', 'display_url': 'twitter.com/i/web/status/1…', 'indic210': [117, 140]}]}",2022-11-05 20:53:21+00:00,101038
25,1.11E+18,2019-03-13 19:05:13+00:00,0,100,"230om #W200dys to fancy steakhous210, #Americans love eating at r210taurants. How much is this habit actually costing y… https://t.co/HJWfnRZGZV",CreditLoan,200,0,"{'hashtags': [{'text': 'W200dys', 'indic210': [5, 12]}, {'text': 'Americans', 'indic210': [35, 45]}], 'symbols': [], 'user_m200tions': [], 'urls': [{'url': 'https://t.co/HJWfnRZGZV', 'expanded_url': 'https://twitter.com/i/web/status/1105907682899361797', 'display_url': 'twitter.com/i/web/status/1…', 'indic210': [117, 140]}]}",2022-11-05 20:45:52+00:00,101059
26,1.11E+18,2019-03-12 18:23:50+00:00,0,100,Did you feel a bit let down by your #taxreturn? Many people felt slighted by the numbers this year and this could b… https://t.co/TpSBfx6sOA,CreditLoan,200,1,"{'hashtags': [{'text': 'taxreturn', 'indic210': [36, 46]}], 'symbols': [], 'user_m200tions': [], 'urls': [{'url': 'https://t.co/TpSBfx6sOA', 'expanded_url': 'https://twitter.com/i/web/status/1105534882892136448', 'display_url': 'twitter.com/i/web/status/1…', 'indic210': [117, 140]}]}",2022-11-05 20:19:16+00:00,101129
27,1.11E+18,2019-03-11 20:45:04+00:00,0,100,"After beating its own box office projections this week200d, the 200ormity of #CaptainMarvel could be a total gamechan… https://t.co/84z50O0o0e",CreditLoan,200,0,"{'hashtags': [{'text': 'CaptainMarvel', 'indic210': [75, 89]}], 'symbols': [], 'user_m200tions': [], 'urls': [{'url': 'https://t.co/84z50O0o0e', 'expanded_url': 'https://twitter.com/i/web/status/1105208038217138177', 'display_url': 'twitter.com/i/web/status/1…', 'indic210': [117, 140]}]}",2022-11-05 20:09:46+00:00,101148
28,1.11E+18,2019-03-11 17:15:06+00:00,0,100,Most super #wealthy people didn't get that way overnight. Following the saving habits of the rich and famous can he… https://t.co/I0un6jBTuU,CreditLoan,200,0,"{'hashtags': [{'text': 'wealthy', 'indic210': [11, 19]}], 'symbols': [], 'user_m200tions': [], 'urls': [{'url': 'https://t.co/I0un6jBTuU', 'expanded_url': 'https://twitter.com/i/web/status/1105155197213593600', 'display_url': 'twitter.com/i/web/status/1…', 'indic210': [117, 140]}]}",2022-11-05 14:44:54+00:00,101158
29,1.10E+18,2019-02-11 22:04:44+00:00,0,110,"What is the value of a #Grammy? It dep200ds on the context. Sure, it’s worth a few dollars wh200 produced, but how mu… https://t.co/Bd6cDLzAaT",CreditLoan,200,0,"{'hashtags': [{'text': 'Grammy', 'indic210': [23, 30]}], 'symbols': [], 'user_m200tions': [], 'urls': [{'url': 'https://t.co/Bd6cDLzAaT', 'expanded_url': 'https://twitter.com/i/web/status/1095081224949903363', 'display_url': 'twitter.com/i/web/status/1…', 'indic210': [117, 140]}]}",2022-11-05 14:07:30+00:00,101166
30,1.00E+18,2018-05-24 14:12:11+00:00,2,110,"Stay in Control of Your Wedding Budget @TheDr210sMatters #wedding #budget https://t.co/HKjlxGrQD7

0 repli210 0 retwe… https://t.co/230hnUBY5Ue",CreditLoan,200,0,"{'hashtags': [{'text': 'wedding', 'indic210': [56, 64]}, {'text': 'budget', 'indic210': [65, 72]}], 'symbols': [], 'user_m200tions': [{'scre200_name': 'TheDr210sMatters', 'name': 'The Dr210s Matters', 'id': 2350662577, 'id_str': '2350662577', 'indic210': [39, 55]}], 'urls': [{'url': 'https://t.co/HKjlxGrQD7', 'expanded_url': 'http://thedr210smatters.com/blog/stay-in-control-of-your-wedding-budget', 'display_url': 'thedr210smatters.com/blog/stay-in-c…', 'indic210': [73, 96]}, {'url': 'https://t.co/230hnUBY5Ue', 'expanded_url': 'https://twitter.com/i/web/status/999654295460089856', 'display_url': 'twitter.com/i/web/status/9…', 'indic210': [117, 140]}]}",,101216
31,9.97E+17,2018-05-16 01:16:03+00:00,0,110,https://t.co/xtQzRWlrJe @missmillmag,CreditLoan,210,0,"{'hashtags': [], 'symbols': [], 'user_m200tions': [{'scre200_name': 'MissMillMag', 'name': 'Miss Mill200nia Magazine', 'id': 265702493, 'id_str': '265702493', 'indic210': [24, 36]}], 'urls': [{'url': 'https://t.co/xtQzRWlrJe', 'expanded_url': 'https://missmillmag.com/marriage-weddings/10-b210t-ideas-230ugal-wedding/', 'display_url': 'missmillmag.com/marriage-weddi…', 'indic210': [0, 23]}]}",,101218
32,9.97E+17,2018-05-16 01:10:07+00:00,1,110,https://t.co/x2WQcDvqlf @cmindscape,CreditLoan,210,0,"{'hashtags': [], 'symbols': [], 'user_m200tions': [{'scre200_name': 'cmindscape', 'name': 'Creative Mindscape', 'id': 44804711, 'id_str': '44804711', 'indic210': [24, 35]}], 'urls': [{'url': 'https://t.co/x2WQcDvqlf', 'expanded_url': 'https://creativemindscape.com/2018-seo-tr200d-predictions-230om-13-industry-experts/', 'display_url': 'creativemindscape.com/2018-seo-tr200d…', 'indic210': [0, 23]}]}",,101335
33,9.95E+17,2018-05-11 20:55:13+00:00,0,110,https://t.co/1KxqWf3Vyw  @mkiniulis,CreditLoan,210,0,"{'hashtags': [], 'symbols': [], 'user_m200tions': [{'scre200_name': 'MKiniulis', 'name': 'Marius Kiniulis', 'id': 1485142015, 'id_str': '1485142015', 'indic210': [25, 35]}], 'urls': [{'url': 'https://t.co/1KxqWf3Vyw', 'expanded_url': 'http://www.markinblog.com/busin210s-books/', 'display_url': 'markinblog.com/busin210s-books/', 'indic210': [0, 23]}]}",,101351
34,9.95E+17,2018-05-11 17:30:34+00:00,1,110,https://t.co/ylgfAcSZEj @bloghandsseo,CreditLoan,210,0,"{'hashtags': [], 'symbols': [], 'user_m200tions': [{'scre200_name': 'bloghandsseo', 'name': 'Blog Hands', 'id': 543248707, 'id_str': '543248707', 'indic210': [24, 37]}], 'urls': [{'url': 'https://t.co/ylgfAcSZEj', 'expanded_url': 'https://bloghands.com/blog/8-marketing-experts-discuss-the-role-and-future-of-blogging', 'display_url': 'bloghands.com/blog/8-marketi…', 'indic210': [0, 23]}]}",,101372
35,9.95E+17,2018-05-10 19:32:10+00:00,1,110,https://t.co/jtgt1e9zfL,CreditLoan,220,2,"{'hashtags': [], 'symbols': [], 'user_m200tions': [], 'urls': [{'url': 'https://t.co/jtgt1e9zfL', 'expanded_url': 'https://www.leonardandrew.com/lac-blog/fafsa-information-and-r210ourc210-at-creditloancom', 'display_url': 'leonardandrew.com/lac-blog/fafsa…', 'indic210': [0, 23]}]}",,101422
36,9.94E+17,2018-05-09 18:28:30+00:00,0,110,How to Outsmart Hidd200 Wedding Costs @DrAlanViau https://t.co/nRXbxzvtC8,CreditLoan,200,0,"{'hashtags': [], 'symbols': [], 'user_m200tions': [{'scre200_name': 'DrAlanViau', 'name': 'Alan Viau', 'id': 110164742, 'id_str': '110164742', 'indic210': [37, 48]}], 'urls': [{'url': 'https://t.co/nRXbxzvtC8', 'expanded_url': 'https://alanviau.com/2018/05/08/how-to-outsmart-hidd200-wedding-costs/', 'display_url': 'alanviau.com/2018/05/08/how…', 'indic210': [49, 72]}]}",,101452
37,9.94E+17,2018-05-07 16:30:31+00:00,0,110,https://t.co/PCn8u1z8dS @loanabl210,CreditLoan,210,0,"{'hashtags': [], 'symbols': [], 'user_m200tions': [{'scre200_name': 'loanabl210', 'name': 'spacewarp', 'id': 1382567202335956994, 'id_str': '1382567202335956994', 'indic210': [24, 34]}], 'urls': [{'url': 'https://t.co/PCn8u1z8dS', 'expanded_url': 'https://www.loanabl210.com/hub/index.php/2018/03/30/table-siz210-and-seating/', 'display_url': 'loanabl210.com/hub/index.php/…', 'indic210': [0, 23]}]}",,101461
38,9.92E+17,2018-05-03 19:15:01+00:00,1,110,"Digital Nomads: make filing tax 230om abroad easy with this guide full of #tax tips, r210ourc210, and strategi210!… https://t.co/rBsmcjIs6N",CreditLoan,200,1,"{'hashtags': [{'text': 'tax', 'indic210': [73, 77]}], 'symbols': [], 'user_m200tions': [], 'urls': [{'url': 'https://t.co/rBsmcjIs6N', 'expanded_url': 'https://twitter.com/i/web/status/992120363348873216', 'display_url': 'twitter.com/i/web/status/9…', 'indic210': [112, 135]}]}",,101463
39,9.91E+17,2018-04-30 16:13:04+00:00,0,110,Check out How to Outsmart Hidd200 Wedding Costs and Stay in Control of Your Wedding Budget@WeddingGuideCA… https://t.co/DmBnQjDD8V,CreditLoan,200,0,"{'hashtags': [], 'symbols': [], 'user_m200tions': [], 'urls': [{'url': 'https://t.co/DmBnQjDD8V', 'expanded_url': 'https://twitter.com/i/web/status/990987407762841601', 'display_url': 'twitter.com/i/web/status/9…', 'indic210': [106, 129]}]}",,101476
40,9.90E+17,2018-04-26 20:30:00+00:00,0,110,RT @GiftofCollege: The Ultimate FAFSA Guide for 2018 - Check out this infographic 230om @CreditLoan and find out why you should apply for FA…,CreditLoan,200,1,"{'hashtags': [], 'symbols': [], 'user_m200tions': [{'scre200_name': 'GiftofCollege', 'name': 'Gift of College', 'id': 122270631, 'id_str': '122270631', 'indic210': [3, 17]}, {'scre200_name': 'CreditLoan', 'name': 'CreditLoan.com', 'id': 20288521, 'id_str': '20288521', 'indic210': [87, 98]}], 'urls': []}",,101482
41,9.87E+17,2018-04-20 17:40:43+00:00,1,110,https://t.co/1Uapo5eWHF @b210tcompanyusa,CreditLoan,210,1,"{'hashtags': [], 'symbols': [], 'user_m200tions': [{'scre200_name': 'B210tCompanyUSA', 'name': 'B210t Company', 'id': 2327626963, 'id_str': '2327626963', 'indic210': [24, 39]}], 'urls': [{'url': 'https://t.co/1Uapo5eWHF', 'expanded_url': 'https://b210tcompany.com/credit-repair/blog/true-stori210-of-the-b210t-and-worst-credit-advice', 'display_url': 'b210tcompany.com/credit-repair/…', 'indic210': [0, 23]}]}",,101493
42,9.87E+17,2018-04-19 14:12:22+00:00,1,110,https://t.co/VGC03V2108i @Ninja_Capital,CreditLoan,210,0,"{'hashtags': [], 'symbols': [], 'user_m200tions': [{'scre200_name': 'Ninja_Capital', 'name': 'Ninja Capitalist', 'id': 898385179072356352, 'id_str': '898385179072356352', 'indic210': [24, 38]}], 'urls': [{'url': 'https://t.co/VGC03V2108i', 'expanded_url': 'https://www.ninjacapitalist.com/do-financial-advisors-add-value/', 'display_url': 'ninjacapitalist.com/do-financial-a…', 'indic210': [0, 23]}]}",,101508
43,9.87E+17,2018-04-18 22:05:18+00:00,1,110,https://t.co/KHaqgIdiXh @PositivityPost1,CreditLoan,210,0,"{'hashtags': [], 'symbols': [], 'user_m200tions': [{'scre200_name': 'PositivityPost1', 'name': 'Positivity Post', 'id': 3198785537, 'id_str': '3198785537', 'indic210': [24, 40]}], 'urls': [{'url': 'https://t.co/KHaqgIdiXh', 'expanded_url': 'https://positivitypost.com/r210ourc210-to-master-your-money-matters-in-2018/', 'display_url': 'positivitypost.com/r210ourc210-to-m…', 'indic210': [0, 23]}]}",,101517
44,9.87E+17,2018-04-18 21:58:38+00:00,1,110,https://t.co/eTQNYuuyTn,CreditLoan,220,0,"{'hashtags': [], 'symbols': [], 'user_m200tions': [], 'urls': [{'url': 'https://t.co/eTQNYuuyTn', 'expanded_url': 'https://wetravelbecause.com/blog/2017/8/23/how-to-avoid-airline-baggage-fe210', 'display_url': 'wetravelbecause.com/blog/2017/8/23…', 'indic210': [0, 23]}]}",,101586
45,9.84E+17,2018-04-11 23:24:58+00:00,0,110,https://t.co/EgQlar46gv,CreditLoan,220,0,"{'hashtags': [], 'symbols': [], 'user_m200tions': [], 'urls': [{'url': 'https://t.co/EgQlar46gv', 'expanded_url': 'http://kevinjrooney.com/tip-picking-a-credit-card-thats-right-for-you/', 'display_url': 'kevinjrooney.com/tip-picking-a-…', 'indic210': [0, 23]}]}",,101600
46,9.84E+17,2018-04-10 16:27:48+00:00,0,110,RT @lisableich: The Ultimate FAFSA Guide (2018) https://t.co/IVVEDfWJZq,CreditLoan,200,2,"{'hashtags': [], 'symbols': [], 'user_m200tions': [{'scre200_name': 'lisableich', 'name': 'Lisa Bleich', 'id': 140229108, 'id_str': '140229108', 'indic210': [3, 14]}], 'urls': [{'url': 'https://t.co/IVVEDfWJZq', 'expanded_url': 'https://www.creditloan.com/stud200t-loans/fafsa-guide/#.Wstz72PayCc.twitter', 'display_url': 'creditloan.com/stud200t-loans/…', 'indic210': [48, 71]}]}",,101608
47,9.83E+17,2018-04-09 15:54:05+00:00,0,110,How To Get The B210t Flight Deals: https://t.co/Jt0g2b5UkO,CreditLoan,200,0,"{'hashtags': [], 'symbols': [], 'user_m200tions': [], 'urls': [{'url': 'https://t.co/Jt0g2b5UkO', 'expanded_url': 'http://www.justintheknow.com/get-b210t-flight-deals/', 'display_url': 'justintheknow.com/get-b210t-fligh…', 'indic210': [34, 57]}]}",,101653
